
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
2048                    1.54
4096                    1.85
8192                    2.89
16384                   4.14
32768                   7.15
65536                  12.59
131072                 23.51
262144                 42.62
524288                 80.96
1048576               172.01

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.49
4                       0.52
8                       0.48
16                      0.51
32                      0.46
64                      0.55
128                     0.60
256                     0.98
512                     1.29
1024                    1.18
2048                    1.27
4096                    1.76
8192                    2.78
16384                   4.25
32768                   7.22
65536                  12.65
131072                 22.02
262144                 40.58
524288                 79.26
1048576               168.05

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.46
2                       0.47
4                       0.51
8                       0.52
16                      0.51
32                      0.58
64                      0.54
128                     0.69
256                     1.10
512                     1.41
1024                    1.11
2048                    1.36
4096                    2.07
8192                    2.89
16384                   4.24
32768                   7.36
65536                  11.81
131072                 21.70
262144                 39.76
524288                 78.10
1048576               164.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.52
4                       0.55
8                       0.56
16                      0.53
32                      0.51
64                      0.61
128                     0.82
256                     1.04
512                     1.28
1024                    1.09
2048                    1.34
4096                    1.88
8192                    2.78
16384                   3.98
32768                   7.10
65536                  11.77
131072                 21.72
262144                 41.58
524288                 78.80
1048576               168.73

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.46
2                       0.47
4                       0.50
8                       0.56
16                      0.49
32                      0.51
64                      0.54
128                     0.59
256                     1.01
512                     1.20
1024                    1.19
2048                    1.35
4096                    1.83
8192                    2.81
16384                   4.06
32768                   6.98
65536                  11.69
131072                 20.67
262144                 40.22
524288                 78.86
1048576               159.01

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.49
2                       0.52
4                       0.50
8                       0.58
16                      0.56
32                      0.58
64                      0.53
128                     0.61
256                     1.01
512                     1.29
1024                    1.11
2048                    1.33
4096                    1.89
8192                    2.93
16384                   4.22
32768                   7.42
65536                  12.74
131072                 23.56
262144                 43.33
524288                 80.59
1048576               166.41

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.54
2                       0.55
4                       0.53
8                       0.50
16                      0.51
32                      0.56
64                      0.52
128                     0.59
256                     1.03
512                     1.30
1024                    1.13
2048                    1.37
4096                    1.92
8192                    2.81
16384                   4.11
32768                   7.15
65536                  12.01
131072                 21.83
262144                 41.02
524288                 80.16
1048576               165.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.52
2                       0.53
4                       0.58
8                       0.56
16                      0.52
32                      0.52
64                      0.55
128                     0.63
256                     1.00
512                     1.39
1024                    1.33
2048                    1.50
4096                    1.91
8192                    2.88
16384                   4.29
32768                   7.37
65536                  13.08
131072                 23.79
262144                 42.80
524288                 80.33
1048576               153.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.46
2                       0.46
4                       0.49
8                       0.43
16                      0.48
32                      0.51
64                      0.60
128                     0.66
256                     0.92
512                     1.19
1024                    1.11
2048                    1.32
4096                    1.77
8192                    2.84
16384                   4.10
32768                   7.22
65536                  11.90
131072                 22.20
262144                 42.00
524288                 79.44
1048576               172.05

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.53
4                       0.48
8                       0.54
16                      0.55
32                      0.56
64                      0.59
128                     0.61
256                     0.95
512                     1.30
1024                    1.17
2048                    1.37
4096                    1.90
8192                    2.93
16384                   4.22
32768                   6.79
65536                  11.53
131072                 21.44
262144                 39.82
524288                 78.43
1048576               163.88

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.56
2                       0.59
4                       0.61
8                       0.49
16                      0.55
32                      0.69
64                      0.53
128                     0.60
256                     1.14
512                     1.24
1024                    1.28
2048                    1.47
4096                    2.05
8192                    2.88
16384                   4.38
32768                   7.04
65536                  12.09
131072                 22.23
262144                 41.11
524288                 79.76
1048576               167.87

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.55
2                       0.55
4                       0.57
8                       0.61
16                      0.61
32                      0.51
64                      0.64
128                     0.58
256                     0.96
512                     1.32
1024                    1.09
2048                    1.24
4096                    1.92
8192                    2.81
16384                   4.14
32768                   7.26
65536                  12.56
131072                 22.25
262144                 40.44
524288                 79.93
1048576               167.88

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.52
2                       0.58
4                       0.59
8                       0.58
16                      0.69
32                      0.45
64                      0.65
128                     0.63
256                     1.05
512                     1.16
1024                    1.20
2048                    1.32
4096                    1.87
8192                    2.90
16384                   4.36
32768                   7.02
65536                  11.93
131072                 20.45
262144                 38.01
524288                 76.47
1048576               170.74
